ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1836766,6.73E-03,6.17E-04,-3.505443,-4.00093,-3.04E-01,8166371,,
ILMN_1663220,6.74E-03,6.19E-04,3.504689,-4.00337,3.22E-01,169636429,MRPL22,mitochondrial ribosomal protein L22
ILMN_1691743,6.75E-03,6.2E-04,3.504145,-4.00514,2.8E-01,148839377,GJD3,gap junction protein delta 3
ILMN_2128128,6.76E-03,6.21E-04,3.50381,-4.00622,2.89E-01,5453639,SHFM1,split hand/foot malformation (ectrodactyly) type 1
ILMN_1717973,6.76E-03,6.21E-04,-3.503799,-4.00626,-3.03E-01,NA,,
ILMN_1707945,6.76E-03,6.21E-04,-3.50375,-4.00641,-6.2E-01,985567497,HELB,DNA helicase B
ILMN_1712929,6.77E-03,6.23E-04,-3.502946,-4.00902,-2.71E-01,194306639,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12
ILMN_1789018,6.78E-03,6.23E-04,-3.50261,-4.01011,-3.99E-01,212549551,ILF3,interleukin enhancer binding factor 3
ILMN_1715988,6.78E-03,6.24E-04,-3.502533,-4.01035,-1.34E-01,16876446,SLC35G5,solute carrier family 35 member G5
ILMN_1673548,6.8E-03,6.26E-04,3.501595,-4.01339,6.78E-01,156151365,LGALSL,galectin like
ILMN_1767651,6.82E-03,6.27E-04,-3.500865,-4.01575,-3.75E-01,410812200,TECPR1,tectonin beta-propeller repeat containing 1
ILMN_2208802,6.82E-03,6.28E-04,-3.500724,-4.01621,-2.43E-01,148596993,NPIPA1,nuclear pore complex interacting protein family member A1
ILMN_1761722,6.82E-03,6.28E-04,-3.500706,-4.01627,-3.11E-01,110681707,ZNF579,zinc finger protein 579
ILMN_1695744,6.82E-03,6.28E-04,3.500673,-4.01637,5.34E-01,NA,,
ILMN_1652147,6.82E-03,6.28E-04,-3.500659,-4.01642,-6.61E-01,169658380,MRPL43,mitochondrial ribosomal protein L43
ILMN_1810431,6.82E-03,6.28E-04,-3.500599,-4.01661,-4.1E-01,NA,,
ILMN_2175265,6.82E-03,6.28E-04,3.500464,-4.01705,2.66E-01,215422431,TMEM11,transmembrane protein 11
ILMN_1685742,6.84E-03,6.3E-04,-3.499568,-4.01995,-3.46E-01,296531347,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2
ILMN_2378257,6.84E-03,6.3E-04,-3.499515,-4.02012,-5.32E-01,170763489,SDF4,stromal cell derived factor 4
ILMN_1661594,6.84E-03,6.31E-04,-3.49933,-4.02072,-2.2E-01,8923527,C2orf42,chromosome 2 open reading frame 42
ILMN_1758084,6.84E-03,6.31E-04,-3.499053,-4.02161,-2.49E-01,315467836,GLRX3,glutaredoxin 3
ILMN_2383964,6.85E-03,6.32E-04,3.498888,-4.02215,2.75E-01,198278564,CDCA4,cell division cycle associated 4
ILMN_1658957,6.85E-03,6.32E-04,-3.498582,-4.02314,-4.49E-01,NA,,
ILMN_1766165,6.86E-03,6.33E-04,3.498292,-4.02407,9.67E-01,225690599,SNCA,synuclein alpha
ILMN_2350266,6.88E-03,6.35E-04,-3.497508,-4.02661,-3.38E-01,122937334,FBXO46,F-box protein 46
ILMN_2242937,6.88E-03,6.35E-04,3.497309,-4.02725,3.39E-01,158634485,ARSB,arylsulfatase B
ILMN_1762835,6.88E-03,6.35E-04,-3.497214,-4.02756,-3.15E-01,139394590,HELZ,helicase with zinc finger
ILMN_2109197,6.89E-03,6.36E-04,3.496761,-4.02902,5.62E-01,528281417,EPB41L3,erythrocyte membrane protein band 4.1 like 3
ILMN_1882482,6.9E-03,6.37E-04,-3.496194,-4.03086,-5.91E-02,4074515,,
ILMN_1737611,6.9E-03,6.38E-04,-3.49599,-4.03152,-4.11E-01,662033930,VAMP1,vesicle associated membrane protein 1
ILMN_1799105,6.91E-03,6.38E-04,3.495747,-4.0323,7.94E-01,119829186,COL17A1,collagen type XVII alpha 1 chain
ILMN_1762594,6.92E-03,6.4E-04,3.495111,-4.03436,5.14E-01,649572334,NOD2,nucleotide binding oligomerization domain containing 2
ILMN_1655796,6.93E-03,6.41E-04,-3.494664,-4.0358,-2.91E-01,471434843,MARCH3,membrane associated ring-CH-type finger 3
ILMN_1675462,6.95E-03,6.43E-04,3.493764,-4.03871,3.83E-01,154426303,LSM 6.00,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
ILMN_1710726,6.95E-03,6.43E-04,3.493537,-4.03944,3.03E-01,110225344,APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F
ILMN_1728662,6.96E-03,6.44E-04,3.493253,-4.04036,4.45E-01,586946389,ALDH3B1,aldehyde dehydrogenase 3 family member B1
ILMN_1701308,6.96E-03,6.44E-04,-3.493065,-4.04097,-6.12E-01,110349771,COL1A1,collagen type I alpha 1 chain
ILMN_1682354,6.98E-03,6.46E-04,-3.492447,-4.04296,-4.73E-01,22546014,SNORD33,"small nucleolar RNA, C/D box 33"
ILMN_1797362,6.98E-03,6.46E-04,3.492402,-4.04311,3.62E-01,NA,,
ILMN_2116714,6.98E-03,6.46E-04,3.492263,-4.04356,3E-01,430768585,SLC39A1,solute carrier family 39 member 1
ILMN_1708328,6.98E-03,6.46E-04,-3.492175,-4.04384,-2.52E-01,214010163,RAB11FIP3,RAB11 family interacting protein 3
ILMN_1661770,6.98E-03,6.46E-04,-3.492126,-4.044,-3.04E-01,226442885,KDM4C,lysine demethylase 4C
ILMN_1677963,6.99E-03,6.47E-04,-3.491717,-4.04532,-5.29E-01,NA,,
ILMN_1720048,7E-03,6.48E-04,3.491239,-4.04686,1.05,56119169,CCL2,C-C motif chemokine ligand 2
ILMN_1777998,7.01E-03,6.49E-04,-3.490718,-4.04854,-2.61E-01,55770896,ARHGAP25,Rho GTPase activating protein 25
ILMN_1688158,7.02E-03,6.51E-04,3.490126,-4.05046,3.36E-01,84875540,CYB5R4,cytochrome b5 reductase 4
ILMN_1754529,7.02E-03,6.51E-04,-3.490093,-4.05056,-3.34E-01,594140699,SPG7,"SPG7, paraplegin matrix AAA peptidase subunit"
ILMN_2352574,7.02E-03,6.51E-04,-3.490002,-4.05086,-3.25E-01,523567536,ZNF274,zinc finger protein 274
ILMN_1680208,7.02E-03,6.51E-04,-3.489904,-4.05117,-2.4E-01,NA,,
ILMN_1755134,7.02E-03,6.51E-04,-3.489828,-4.05142,-3.49E-01,NA,,
ILMN_2401933,7.02E-03,6.52E-04,-3.489628,-4.05206,-3.39E-01,48255946,ATP2B1,ATPase plasma membrane Ca2+ transporting 1
ILMN_1741032,7.02E-03,6.52E-04,-3.489548,-4.05232,-4.31E-01,410110894,HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3
ILMN_2341382,7.03E-03,6.53E-04,-3.489131,-4.05367,-2.28E-01,308044521,ANKHD1,ankyrin repeat and KH domain containing 1
ILMN_1738572,7.03E-03,6.53E-04,3.489063,-4.05388,3.06E-01,76257391,USP48,ubiquitin specific peptidase 48
ILMN_2049417,7.03E-03,6.53E-04,3.489049,-4.05393,6.81E-01,281427106,TMEM86B,transmembrane protein 86B
ILMN_1786108,7.05E-03,6.55E-04,-3.488364,-4.05614,-2.58E-01,226371749,TUT1,"terminal uridylyl transferase 1, U6 snRNA-specific"
ILMN_1659265,7.05E-03,6.55E-04,-3.488338,-4.05622,-2.82E-01,302370952,ZNF799,zinc finger protein 799
ILMN_1912125,7.05E-03,6.56E-04,-3.487925,-4.05756,-1.43E-01,3416415,,
ILMN_1767139,7.06E-03,6.57E-04,3.487489,-4.05896,3.01E-01,260763954,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13
ILMN_1708369,7.06E-03,6.57E-04,-3.487398,-4.05925,-3.05E-01,385431329,EPS15L1,epidermal growth factor receptor pathway substrate 15 like 1
ILMN_1705876,7.07E-03,6.58E-04,-3.486976,-4.06062,-2.69E-01,808154266,NAP1L1,nucleosome assembly protein 1 like 1
ILMN_1730005,7.07E-03,6.58E-04,-3.486946,-4.06071,-2.28E-01,NA,,
ILMN_1810652,7.08E-03,6.59E-04,3.486487,-4.06219,3.63E-01,56790896,LMBRD2,LMBR1 domain containing 2
ILMN_1661197,7.09E-03,6.6E-04,-3.486146,-4.06329,-3.05E-01,50726992,CLCF1,cardiotrophin-like cytokine factor 1
ILMN_1782954,7.09E-03,6.6E-04,3.486008,-4.06374,2.2E-01,163660383,UBE2K,ubiquitin conjugating enzyme E2 K
ILMN_2077550,7.1E-03,6.61E-04,3.485653,-4.06488,3.47E-01,987437915,RACGAP1,Rac GTPase activating protein 1
ILMN_1775486,7.1E-03,6.61E-04,-3.485597,-4.06506,-6.34E-01,209529676,SSPN,sarcospan
ILMN_1722905,7.1E-03,6.61E-04,3.48546,-4.0655,2.03E-01,1013369510,MRPS11,mitochondrial ribosomal protein S11
ILMN_1681340,7.1E-03,6.62E-04,3.485258,-4.06616,3.17E-01,948284351,HSPB11,heat shock protein family B (small) member 11
ILMN_1869106,7.1E-03,6.62E-04,-3.485175,-4.06642,-2.99E-01,80823217,ZNF780B,zinc finger protein 780B
ILMN_1699980,7.12E-03,6.63E-04,-3.484528,-4.06851,-3.91E-01,283135198,TSPAN18,tetraspanin 18
ILMN_1684368,7.13E-03,6.65E-04,3.483952,-4.07037,5.81E-01,296317235,SMIM3,small integral membrane protein 3
ILMN_2376160,7.13E-03,6.65E-04,-3.483898,-4.07054,-2.69E-01,110349760,NSL1,"NSL1, MIS12 kinetochore complex component"
ILMN_1787931,7.14E-03,6.66E-04,-3.483438,-4.07202,-3.79E-01,526253102,PMS2P2,"PMS1 homolog 2, mismatch repair system component pseudogene 2"
ILMN_1705522,7.15E-03,6.68E-04,-3.48272,-4.07434,-4.32E-02,325652013,SPAG1,sperm associated antigen 1
ILMN_1747251,7.16E-03,6.68E-04,3.482516,-4.07499,4.91E-01,257743477,LTB4R,leukotriene B4 receptor
ILMN_1789599,7.16E-03,6.68E-04,-3.482515,-4.07499,-4.03E-01,323276671,NBL1,"neuroblastoma 1, DAN family BMP antagonist"
ILMN_1735415,7.17E-03,6.69E-04,-3.482047,-4.0765,-1.94E-01,301336138,NUDT16L1,nudix hydrolase 16 like 1
ILMN_1744517,7.18E-03,6.7E-04,3.481596,-4.07796,3.36E-01,189163509,GNS,glucosamine (N-acetyl)-6-sulfatase
ILMN_1668743,7.18E-03,6.7E-04,3.481511,-4.07823,3.31E-01,747165390,RILPL2,Rab interacting lysosomal protein like 2
ILMN_1761560,7.18E-03,6.71E-04,-3.481416,-4.07853,-2.13E-01,167466269,PHF13,PHD finger protein 13
ILMN_1652594,7.18E-03,6.71E-04,-3.481297,-4.07892,-2.42E-01,151301040,ACTR5,ARP5 actin-related protein 5 homolog
ILMN_1803739,7.18E-03,6.71E-04,-3.481279,-4.07898,-5.49E-01,112734866,RPGRIP1,retinitis pigmentosa GTPase regulator interacting protein 1
ILMN_1785330,7.18E-03,6.71E-04,-3.481126,-4.07947,-5.21E-01,83722276,SH3BP4,SH3 domain binding protein 4
ILMN_1693004,7.19E-03,6.72E-04,-3.480638,-4.08104,-3.41E-01,66773343,SOGA1,"suppressor of glucose, autophagy associated 1"
ILMN_1722532,7.19E-03,6.72E-04,-3.480595,-4.08118,-2.53E-01,226442775,KDM3A,lysine demethylase 3A
ILMN_1685580,7.2E-03,6.73E-04,-3.48022,-4.08239,-3.6E-01,1012443607,CBLB,Cbl proto-oncogene B
ILMN_1782991,7.2E-03,6.74E-04,-3.480124,-4.08269,-3.32E-01,210147485,AKIRIN1,akirin 1
ILMN_1761804,7.2E-03,6.74E-04,-3.480084,-4.08282,-2.37E-01,115387103,ALDH9A1,aldehyde dehydrogenase 9 family member A1
ILMN_2231911,7.2E-03,6.74E-04,3.479907,-4.08339,2.31E-01,168480148,AUH,AU RNA binding methylglutaconyl-CoA hydratase
ILMN_2101930,7.2E-03,6.74E-04,-3.47972,-4.084,-2.81E-01,187171275,POLG,"DNA polymerase gamma, catalytic subunit"
ILMN_1701643,7.21E-03,6.76E-04,3.47922,-4.08561,4.11E-01,189571656,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5
ILMN_1715896,7.23E-03,6.77E-04,3.478518,-4.08787,2.71E-01,115648064,PMVK,phosphomevalonate kinase
ILMN_2151817,7.23E-03,6.77E-04,3.47842,-4.08818,1.23E-01,394582017,PFN1,profilin 1
ILMN_1700563,7.23E-03,6.78E-04,-3.478226,-4.08881,-2.54E-01,99028877,ZNF552,zinc finger protein 552
ILMN_1705594,7.23E-03,6.78E-04,-3.478087,-4.08925,-3.51E-01,221316722,NAT10,N-acetyltransferase 10
ILMN_1731561,7.24E-03,6.78E-04,-3.478007,-4.08951,-5.21E-01,270288757,ROBO3,roundabout guidance receptor 3
ILMN_1803801,7.26E-03,6.8E-04,-3.477136,-4.09231,-1.43E-01,299782600,LRRC38,leucine rich repeat containing 38
ILMN_2335813,7.26E-03,6.81E-04,3.476702,-4.09371,6.17E-01,66932969,GCH1,GTP cyclohydrolase 1
ILMN_1839019,7.27E-03,6.82E-04,-3.47635,-4.09484,-2.88E-01,34365429,LPP,LIM domain containing preferred translocation partner in lipoma
ILMN_1795089,7.27E-03,6.82E-04,-3.476332,-4.0949,-2.4E-01,NA,,
ILMN_2086470,7.27E-03,6.83E-04,-3.4762,-4.09532,-2.86E-01,172072625,PDGFRA,platelet derived growth factor receptor alpha
ILMN_1763464,7.28E-03,6.84E-04,-3.47581,-4.09658,-3.72E-01,378925602,SLC25A42,solute carrier family 25 member 42
ILMN_1763326,7.29E-03,6.84E-04,-3.475492,-4.0976,-3.48E-01,815890993,SIMC1,SUMO interacting motifs containing 1
ILMN_1683604,7.29E-03,6.85E-04,3.475387,-4.09794,4.38E-01,537361025,TARM1,"T cell-interacting, activating receptor on myeloid cells 1"
ILMN_1694708,7.3E-03,6.86E-04,-3.474828,-4.09973,-4.15E-01,NA,,
ILMN_1772218,7.3E-03,6.86E-04,-3.474742,-4.10001,-3.31E-01,335883183,HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1"
ILMN_1709333,7.31E-03,6.87E-04,3.474352,-4.10126,6.61E-01,74229018,OAS2,2'-5'-oligoadenylate synthetase 2
ILMN_1776777,7.33E-03,6.89E-04,3.473604,-4.10367,2.86E-01,301601655,ADAR,"adenosine deaminase, RNA specific"
ILMN_1713394,7.33E-03,6.9E-04,-3.473209,-4.10494,-1.73E-01,NA,,
ILMN_1780769,7.34E-03,6.9E-04,3.472936,-4.10582,2.77E-01,68051719,TUBB4B,tubulin beta 4B class IVb
ILMN_1656134,7.34E-03,6.9E-04,-3.472873,-4.10602,-2.41E-01,1015576843,CNOT7,CCR4-NOT transcription complex subunit 7
ILMN_1708416,7.35E-03,6.92E-04,3.472345,-4.10772,2.43E-01,924966241,ARL6IP1,ADP ribosylation factor like GTPase 6 interacting protein 1
ILMN_1664294,7.35E-03,6.92E-04,-3.472168,-4.10829,-2.34E-01,186928834,P3H1,prolyl 3-hydroxylase 1
ILMN_1798588,7.36E-03,6.93E-04,-3.471964,-4.10894,-4.01E-01,117968550,HLTF,helicase like transcription factor
ILMN_1689059,7.37E-03,6.94E-04,-3.471466,-4.11054,-3.19E-01,71037406,ZNF329,zinc finger protein 329
ILMN_1735679,7.37E-03,6.94E-04,-3.471464,-4.11055,-2.89E-01,41406095,DHX38,DEAH-box helicase 38
ILMN_1811551,7.37E-03,6.95E-04,3.471156,-4.11154,1.87E-01,663855508,DERA,deoxyribose-phosphate aldolase
ILMN_2253648,7.37E-03,6.95E-04,-3.47101,-4.11201,-2.38E-01,31340617,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
ILMN_1672807,7.37E-03,6.95E-04,-3.470999,-4.11204,-3.52E-01,95147552,CA5B,carbonic anhydrase 5B
ILMN_1802819,7.38E-03,6.96E-04,3.470602,-4.11332,2.89E-01,564473377,DEPDC1,DEP domain containing 1
ILMN_1740759,7.39E-03,6.97E-04,3.470055,-4.11507,2.46E-01,119220584,MAMDC4,MAM domain containing 4
ILMN_1761058,7.39E-03,6.97E-04,-3.469959,-4.11538,-3.27E-01,145275196,ACAD11,acyl-CoA dehydrogenase family member 11
ILMN_1767612,7.39E-03,6.97E-04,-3.469955,-4.11539,-3.04E-01,219842318,BBS2,Bardet-Biedl syndrome 2
ILMN_1781207,7.4E-03,6.98E-04,-3.469687,-4.11626,-5.32E-01,343962636,FYN,"FYN proto-oncogene, Src family tyrosine kinase"
ILMN_1653466,7.41E-03,6.99E-04,3.469173,-4.11791,6.85E-01,215599500,HES4,hes family bHLH transcription factor 4
ILMN_1783852,7.43E-03,7.01E-04,3.468397,-4.1204,3.4E-01,215422419,CD164,CD164 molecule
ILMN_1788538,7.46E-03,7.05E-04,-3.466905,-4.12519,-4.2E-01,98985777,NCALD,neurocalcin delta
ILMN_1800311,7.47E-03,7.05E-04,-3.466582,-4.12622,-2.76E-01,207113145,HSF2,heat shock transcription factor 2
ILMN_1791186,7.5E-03,7.08E-04,3.465493,-4.12972,4.33E-01,39932588,ARHGAP18,Rho GTPase activating protein 18
ILMN_1667176,7.5E-03,7.08E-04,-3.465471,-4.12979,-2.03E-01,NA,,
ILMN_2405009,7.5E-03,7.08E-04,-3.465375,-4.1301,-3.47E-01,498917233,NBL1,"neuroblastoma 1, DAN family BMP antagonist"
ILMN_1745420,7.5E-03,7.08E-04,3.465368,-4.13012,3.98E-01,558472793,PHF19,PHD finger protein 19
ILMN_2399392,7.5E-03,7.09E-04,3.46511,-4.13095,3.35E-01,83641895,SIL1,SIL1 nucleotide exchange factor
ILMN_1746618,7.51E-03,7.1E-04,-3.464846,-4.13179,-3.75E-01,304376325,PAQR7,progestin and adipoQ receptor family member 7
ILMN_1798816,7.51E-03,7.1E-04,-3.464716,-4.13221,-3.22E-01,55774986,GOSR1,golgi SNAP receptor complex member 1
ILMN_1652955,7.51E-03,7.11E-04,-3.464435,-4.13311,-2.31E-01,NA,,
ILMN_1698367,7.51E-03,7.11E-04,-3.464342,-4.13341,-4.73E-01,296434282,CD84,CD84 molecule
ILMN_1651936,7.52E-03,7.11E-04,3.46415,-4.13402,2.23E-01,1027250520,KMT5A,lysine methyltransferase 5A
ILMN_1762808,7.54E-03,7.13E-04,3.463315,-4.1367,2.94E-01,NA,,
ILMN_1769092,7.54E-03,7.14E-04,3.462969,-4.13781,4.21E-01,754502042,EVA1B,eva-1 homolog B
ILMN_2311041,7.54E-03,7.14E-04,-3.462886,-4.13808,-2.5E-01,169646307,MRPL52,mitochondrial ribosomal protein L52
ILMN_1795158,7.55E-03,7.15E-04,3.462732,-4.13857,3.3E-01,112382242,FGR,"FGR proto-oncogene, Src family tyrosine kinase"
ILMN_1675674,7.55E-03,7.15E-04,-3.462645,-4.13885,-2.26E-01,307344659,UBE4B,ubiquitination factor E4B
ILMN_1765994,7.55E-03,7.15E-04,3.462457,-4.13945,6.07E-01,238550205,ZBP1,Z-DNA binding protein 1
ILMN_1687652,7.56E-03,7.16E-04,-3.46218,-4.14034,-3.2E-01,661250951,TGFB3,transforming growth factor beta 3
ILMN_2088847,7.6E-03,7.2E-04,-3.460625,-4.14533,-2.69E-01,209977024,OTUD5,OTU deubiquitinase 5
ILMN_1766541,7.6E-03,7.21E-04,3.460352,-4.1462,3.38E-01,323362956,BCL2L11,BCL2 like 11
ILMN_1720431,7.6E-03,7.21E-04,-3.460346,-4.14622,-4.82E-01,1043631226,ZNF420,zinc finger protein 420
ILMN_1814122,7.6E-03,7.21E-04,-3.460018,-4.14727,-2.77E-01,132626687,MDC 1.00,mediator of DNA damage checkpoint 1
ILMN_1710514,7.6E-03,7.21E-04,3.46001,-4.1473,3.66E-01,164664507,BCL3,B-cell CLL/lymphoma 3
ILMN_1725946,7.61E-03,7.22E-04,-3.459802,-4.14796,-2.49E-01,331999973,IRF6,interferon regulatory factor 6
ILMN_1671250,7.62E-03,7.23E-04,3.459197,-4.1499,4.12E-01,NA,,
ILMN_1797001,7.64E-03,7.25E-04,3.458536,-4.15202,5.07E-01,77732514,DDX58,DEXD/H-box helicase 58
ILMN_1714854,7.64E-03,7.26E-04,-3.458245,-4.15295,-3E-01,400153649,MEAF6,MYST/Esa1 associated factor 6
ILMN_1720889,7.66E-03,7.28E-04,3.45753,-4.15524,2.82E-01,345525410,MSMO1,methylsterol monooxygenase 1
ILMN_2299612,7.66E-03,7.28E-04,-3.457469,-4.15543,-2.03E-01,282154794,TMEM150A,transmembrane protein 150A
ILMN_1677122,7.67E-03,7.29E-04,-3.456911,-4.15722,-3.33E-01,1012443716,FAM168B,family with sequence similarity 168 member B
ILMN_1703973,7.68E-03,7.29E-04,3.456766,-4.15769,2.74E-01,NA,,
ILMN_1767135,7.68E-03,7.3E-04,-3.456617,-4.15816,-6.55E-01,169234770,SOS 1,SOS Ras/Rac guanine nucleotide exchange factor 1
ILMN_1679520,7.7E-03,7.32E-04,3.455643,-4.16128,3.43E-01,301336168,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1
ILMN_1700955,7.7E-03,7.33E-04,3.455507,-4.16171,3.08E-01,325974481,TCTEX1D2,Tctex1 domain containing 2
ILMN_1734742,7.71E-03,7.33E-04,3.455323,-4.16231,2.76E-01,669033302,ARHGDIA,Rho GDP dissociation inhibitor alpha
ILMN_1731048,7.71E-03,7.33E-04,3.455252,-4.16253,3.99E-01,41350336,TLR1,toll like receptor 1
ILMN_1748894,7.71E-03,7.34E-04,-3.455039,-4.16321,-3.08E-01,306518615,GTPBP3,GTP binding protein 3 (mitochondrial)
ILMN_1727992,7.71E-03,7.34E-04,-3.45491,-4.16362,-4.07E-02,306035206,FEZ1,fasciculation and elongation protein zeta 1
ILMN_1699632,7.71E-03,7.34E-04,-3.4549,-4.16366,-3.41E-01,194097488,RANBP3,RAN binding protein 3
ILMN_1651850,7.72E-03,7.35E-04,-3.454388,-4.1653,-1.63E-01,1007368968,RPS16,ribosomal protein S16
ILMN_1699473,7.75E-03,7.38E-04,-3.453489,-4.16817,-3.57E-01,299829244,CCAR2,cell cycle and apoptosis regulator 2
ILMN_2380566,7.75E-03,7.38E-04,-3.453304,-4.16877,-2.5E-01,55749556,SIAH1,siah E3 ubiquitin protein ligase 1
ILMN_1688178,7.75E-03,7.39E-04,3.453008,-4.16971,4.27E-01,296317288,RRP7A,ribosomal RNA processing 7 homolog A
ILMN_1687035,7.76E-03,7.4E-04,3.452599,-4.17102,4.16E-01,568384849,ADAMTSL4,ADAMTS like 4
ILMN_1803811,7.78E-03,7.41E-04,3.452064,-4.17273,4E-01,545478230,TRIB1,tribbles pseudokinase 1
ILMN_1773079,7.78E-03,7.42E-04,-3.451909,-4.17322,-6.81E-01,110224482,COL3A1,collagen type III alpha 1 chain
ILMN_1750689,7.78E-03,7.42E-04,-3.451763,-4.17369,-2.94E-01,375065849,MPP5,membrane palmitoylated protein 5
ILMN_1660624,7.78E-03,7.42E-04,3.451576,-4.17429,5.54E-01,73390139,LIMK2,LIM domain kinase 2
ILMN_1744621,7.79E-03,7.43E-04,-3.451384,-4.1749,-2.9E-01,NA,,
ILMN_1716876,7.79E-03,7.43E-04,-3.451299,-4.17518,-5.69E-01,NA,,
ILMN_1696839,7.81E-03,7.45E-04,-3.45044,-4.17792,-1.85E-01,NA,,
ILMN_1768962,7.82E-03,7.46E-04,-3.450032,-4.17923,-3.71E-01,612407826,AKAP8L,A-kinase anchoring protein 8 like
ILMN_1715574,7.83E-03,7.48E-04,-3.449407,-4.18122,-4.59E-01,984880725,ZC3H11A,zinc finger CCCH-type containing 11A
ILMN_1741942,7.84E-03,7.49E-04,-3.449093,-4.18223,-3.62E-01,325652071,STX16,syntaxin 16
ILMN_1706455,7.84E-03,7.49E-04,-3.448881,-4.1829,-2.03E-01,226498381,TTC5,tetratricopeptide repeat domain 5
ILMN_1765109,7.84E-03,7.49E-04,-3.44888,-4.18291,-3.52E-01,NA,,
ILMN_2390299,7.84E-03,7.5E-04,3.448756,-4.1833,1.91E-01,73747873,PSMB8,proteasome subunit beta 8
ILMN_1692844,7.85E-03,7.51E-04,-3.448344,-4.18462,-3.59E-01,635574594,TBC1D19,TBC1 domain family member 19
ILMN_1725300,7.89E-03,7.54E-04,-3.446946,-4.18909,-2.93E-01,91718901,KMT2C,lysine methyltransferase 2C
ILMN_1696510,7.9E-03,7.55E-04,-3.446653,-4.19002,-3.71E-01,NA,,
ILMN_1722286,7.9E-03,7.56E-04,-3.446446,-4.19068,-1.41E-01,574957022,ABCA5,ATP binding cassette subfamily A member 5
ILMN_1799815,7.92E-03,7.58E-04,-3.445474,-4.19379,-2.08E-01,570359602,XYLT2,xylosyltransferase 2
ILMN_1691151,7.93E-03,7.58E-04,-3.44536,-4.19415,-3.49E-01,47078277,CHKA,choline kinase alpha
ILMN_1663954,7.93E-03,7.59E-04,-3.445115,-4.19493,-2.51E-01,399788585,NELFCD,negative elongation factor complex member C/D
ILMN_1699878,7.94E-03,7.6E-04,3.444664,-4.19637,3E-01,332078499,RAB27A,"RAB27A, member RAS oncogene family"
ILMN_2400512,7.94E-03,7.6E-04,-3.444561,-4.1967,-4.57E-01,574279850,PRKCSH,protein kinase C substrate 80K-H
ILMN_2410540,7.94E-03,7.61E-04,-3.444521,-4.19683,-2.11E-01,320461578,CASP2,caspase 2
ILMN_2367418,7.96E-03,7.63E-04,3.443725,-4.19937,4.41E-01,537544642,OSCAR,"osteoclast associated, immunoglobulin-like receptor"
ILMN_1739582,7.97E-03,7.64E-04,3.443304,-4.20071,3.7E-01,84043950,HOXA9,homeobox A9
ILMN_1789879,7.97E-03,7.64E-04,-3.443158,-4.20118,-3.38E-01,55743160,WDR35,WD repeat domain 35
ILMN_1735737,7.97E-03,7.64E-04,3.443044,-4.20154,5.16E-01,109255240,SLC11A1,solute carrier family 11 member 1
ILMN_1704431,7.98E-03,7.65E-04,-3.442741,-4.20251,-4.09E-01,NA,,
ILMN_1856634,7.98E-03,7.66E-04,-3.442521,-4.20321,-4.13E-01,31873797,NFIA,nuclear factor I A
ILMN_1774828,7.99E-03,7.66E-04,-3.442434,-4.20349,-3.42E-01,155030243,VEZT,"vezatin, adherens junctions transmembrane protein"
ILMN_2330948,7.99E-03,7.66E-04,3.442375,-4.20368,2.71E-01,66879663,ARF1,ADP ribosylation factor 1
ILMN_1694398,7.99E-03,7.66E-04,-3.442242,-4.2041,-2.49E-01,83656778,EIF3F,eukaryotic translation initiation factor 3 subunit F
ILMN_1675684,7.99E-03,7.67E-04,3.442219,-4.20417,2.51E-01,22907038,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C
ILMN_1679401,7.99E-03,7.67E-04,3.442158,-4.20437,6.02E-01,304766649,TRPM4,transient receptor potential cation channel subfamily M member 4
ILMN_1772991,8.02E-03,7.7E-04,-3.441022,-4.20799,-2.62E-01,546231162,CHPF2,chondroitin polymerizing factor 2
ILMN_1787526,8.02E-03,7.7E-04,3.44083,-4.20861,5.97E-01,110349741,C2orf88,chromosome 2 open reading frame 88
ILMN_2356654,8.02E-03,7.71E-04,3.440616,-4.20929,2.57E-01,318068047,LGALS8,galectin 8
ILMN_1791759,8.02E-03,7.71E-04,3.440545,-4.20951,1.31,323422857,CXCL10,C-X-C motif chemokine ligand 10
ILMN_1757134,8.03E-03,7.71E-04,3.440405,-4.20996,3.55E-01,116235467,MPV17L2,MPV17 mitochondrial inner membrane protein like 2
ILMN_1651628,8.03E-03,7.72E-04,3.440052,-4.21109,3.1E-01,984290534,EXOC6,exocyst complex component 6
ILMN_1782730,8.05E-03,7.74E-04,-3.439488,-4.21288,-3.21E-01,1043523329,ZNF473,zinc finger protein 473
ILMN_1666733,8.05E-03,7.74E-04,-3.439486,-4.21289,-9E-01,324073503,CXCL8,C-X-C motif chemokine ligand 8
