"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Dichelobacter nodosus",1.18175098176853,0.10683301567348,2.60932664831978,0.0409427526991581,0.967341534279373,NA
"Aspergillus penicillioides",0.0368359181415268,0.128037127656833,3.16091969155835,0.0405062893558396,0.967689492977513,NA
"Intrasporangium calvum",0.370603590053017,0.110706390213073,3.16027230195123,0.0350306491452398,0.97205530138159,NA
"Vibrio vulnificus",0.0108755358245913,-0.0992641138660702,3.16101931575455,-0.0314025647902045,0.974948495754654,NA
"Streptococcus oralis",7.77164370778479,0.0947846766319404,3.14723631651758,0.0301167968018429,0.975973904896466,0.979104975997346
"Bacteroides dorei",68.0539556553511,0.070512156974417,2.69222614341785,0.0261910230486433,0.979104975997346,0.979104975997346
"Afipia felis",0.142599693934597,0.0657394068820275,3.16075258215357,0.0207986563874722,0.983406269555629,NA
"Muribacter muris",0.0445404535412014,0.051653874066178,3.16082691379612,0.0163418863085237,0.98696164155397,NA
"[Clostridium] innocuum",0.49965061986565,0.0420958856258983,2.83893310374717,0.014828065363828,0.988169349118418,NA
"Acinetobacter calcoaceticus",0.0174404830971609,-0.0363116838675992,3.16099344523808,-0.011487427764933,0.990834560323558,NA
"Bifidobacterium longum",0.682503986255058,-0.0264852361534373,3.15741125714028,-0.00838827570958414,0.993307202807394,NA
"uncultured Eubacterium sp.",0.0292139028445092,0.0126915054540299,3.16092185764082,0.00401512787269671,0.996796400068402,NA
"Novosphingobium capsulatum",0.0506136266867945,-0.0076945501089226,3.16098204879332,-0.00243422771472553,0.998057769207046,NA
"Hordeum vulgare",0.0643794972244221,-0.00769454993435946,3.16098204879325,-0.00243422765950125,0.998057769251108,NA
"Rathayibacter tritici",0,0,0,0,1,NA
"Klebsiella pneumoniae",0,0,0,0,1,NA
"Streptococcus sp. oral taxon 064",0,0,0,0,1,NA
"Staphylococcus pasteuri",0,0,0,0,1,NA
"Muribaculum intestinale",0,0,0,0,1,NA
"Rheinheimera sp. F8",0,0,0,0,1,NA
"Marmoricola scoriae",0,0,0,0,1,NA
"Blastococcus saxobsidens",0,0,0,0,1,NA
"Streptococcus sp. oral taxon 431",0,0,0,0,1,NA
